ID,split
603865285,train
1594653619,train
2010975220,train
449815727,train
1451875710,train
805408881,train
951335795,train
2080155908,train
23510026,train
1793867960,train
876518442,train
541067673,train
344397801,train
1296005887,train
693353487,train
811033272,train
76593115,train
2030373256,train
1785391631,train
1622982896,train
1851935991,train
538871024,train
1277859351,train
524028365,train
1116461116,train
1539167765,train
612654985,train
886192799,train
233028927,train
274280433,train
817516981,train
419246424,train
1883888929,train
75087231,train
1837721071,train
440586252,train
1751628736,train
1142490165,train
1375586276,train
1321266609,train
1556388803,train
1931037403,train
1901413177,train
2048403391,train
1926880674,train
1326386005,train
1866795738,train
218515770,train
779465065,train
909743109,train
1596143644,train
514549487,train
915227860,train
717588185,train
1935132959,train
147328138,train
204631272,train
405710774,train
58446742,train
1647195582,train
149637637,train
1894393806,train
1305154606,train
597815707,train
1745987614,train
1005484231,train
1755682450,train
931483303,train
1673433817,train
958312460,train
419201145,train
769401249,train
643307007,train
454609101,train
919472733,train
706946727,train
1824602295,train
156220750,train
1209040193,train
354586521,train
612142271,train
1195727498,train
1738212882,train
761945036,train
1122443203,train
798356953,train
1055756969,train
1257294059,train
1206013323,train
303560272,train
44086328,train
1466981171,train
1775504983,train
1343840362,train
593325285,train
1139206025,train
826115763,train
1720399471,train
1881343086,train
480652036,train
147889336,train
1186310990,train
301494524,train
1748107876,train
1345218865,train
434935061,train
2130926567,train
411478246,train
1511540387,train
1258798818,train
947885649,train
685886122,train
1665065261,train
986086288,train
256576115,train
906822042,train
936377025,train
1426105024,train
1621530014,train
835568087,train
221163890,train
1474104765,train
1361135840,train
1093212186,train
940703095,train
595361658,train
2080016635,train
354264701,train
938072862,train
1099735585,train
187284605,train
1411947788,train
807628947,train
1048298266,train
112114808,train
1370434547,train
753096816,train
1853543841,train
2093939112,train
1380170307,train
302578629,train
1049841442,train
1829704967,train
145908574,train
1288902420,train
1743392799,train
1567762659,train
2045294753,train
1057509052,train
1482124567,train
40163379,train
1797937778,train
1272868482,train
756433448,train
667342512,train
1182983895,train
1709998792,train
1560889493,train
1115609937,train
1816370621,train
1614296627,train
947731948,train
414308388,train
403592465,train
687805793,train
203802851,train
1756697405,train
871116744,train
1976351613,train
2082607891,train
824946769,train
112983464,train
2059658307,train
1087203357,train
38010476,train
1026811270,train
336352566,train
1923757605,train
431787532,train
732621674,train
1063712532,train
640409091,train
87795499,train
1469930695,train
1722140163,train
1801967889,train
200604143,train
5033146,train
606792127,train
972265119,train
2041338989,train
1679292464,train
244862586,train
1158755089,train
684336722,train
1808178946,train
1007995439,train
317150174,train
1256512494,train
1673936291,train
512243225,train
1770722311,train
300507386,train
350909401,train
1882642679,train
78452777,train
763091651,train
1769872129,train
432923599,train
1974892633,train
2109039535,train
1986147387,train
1948562962,train
423913263,train
10684812,train
414972101,train
558006581,train
1373278689,train
1866893109,train
1026680547,train
177410050,train
735979160,train
1772262125,train
1344775190,train
1055548258,train
5135805,train
413947415,train
2036770162,train
1112723391,train
1626623091,train
1145190286,train
98832081,train
1396754221,train
1261896773,train
1998085752,train
1116359160,train
1272393361,train
471237453,train
351113727,train
47840616,train
1959538765,train
1267283081,train
347866994,train
578609525,train
265052294,train
783892861,train
546655621,train
1169743735,train
1375213141,train
152897778,train
1258236038,train
982564961,train
1874931036,train
1788243541,train
1410055134,train
1737798259,train
1594750207,train
1146146822,train
2035720915,train
427710558,train
621899706,train
1528302866,train
1922770726,train
18262152,train
1096466355,train
929995851,train
483457940,train
2091818605,train
1042393891,train
801883868,train
1174705846,train
1239674045,train
798260524,train
359823069,train
625485071,train
791527945,train
1291111347,train
1047120072,train
1662868146,train
1942772457,train
293575411,train
288290607,train
1775894506,train
231411730,train
2096838278,train
1922970138,train
1301441929,train
924266882,train
1541234242,train
1935604700,train
1139604663,train
422180252,train
207574075,train
405574668,train
1860153551,train
2141133240,train
579633797,train
566320678,train
110946626,train
2108797661,train
201798320,train
1445823056,train
772209364,train
2134170220,train
1198867768,train
866859231,train
1528282762,train
307212140,train
1413179498,train
397137237,train
478149681,train
246167632,train
1679404679,train
1750787065,train
1376093364,train
1681174007,train
228055423,train
1677585358,train
2058780858,train
1297901435,train
1006641104,train
230184743,train
1524574669,train
1361958209,train
1663532971,train
1673958507,train
638200193,train
502391841,train
1173599326,train
285734277,train
1522215980,train
348872362,train
1091358270,train
1456148348,train
886411153,train
455650552,train
150247726,train
1974063213,train
1931758070,train
2029405209,train
262596755,train
1018005264,train
1389204880,train
601215838,train
869750637,train
868450262,train
1696029929,train
1335210882,train
385407645,train
1716565793,train
709975258,train
1529338030,train
1188133440,train
821172404,train
1753239388,train
1018868063,train
607369818,train
388529391,train
5649635,train
459200419,train
107243584,train
2097096890,train
1577047342,train
2009770161,train
1016300339,train
1825405305,train
1929560413,train
548024917,train
307939136,train
296182270,train
1728885857,train
1520200385,train
387128369,train
345088172,train
1037784934,train
1842044583,train
957726958,train
2060387599,train
2114802282,train
2085679433,train
2005417202,train
1559674095,train
947136390,train
474336847,train
1863044232,train
1797236856,train
1092674324,train
54606103,train
1363517188,train
413402900,train
2118066676,train
294680876,train
401239267,train
372732705,train
1657890913,train
1840422320,train
77624851,train
386556505,train
1340983744,train
1948769467,train
663990744,train
1822009043,train
374929518,train
1690721756,train
1592076427,train
2067473203,train
529971485,train
1832162121,train
1618981749,train
1711059151,train
590134139,train
1373307621,train
920960758,train
176264969,train
1723653250,train
1286074726,train
1008554654,train
1354577740,train
810690005,train
2067381823,train
1039035335,train
1956296548,train
1228557034,train
382114719,train
718445449,train
171069629,train
919034678,train
1221955023,train
75281946,train
334887947,train
736990666,train
570003931,train
1349776035,train
1576819174,train
1781019365,train
400133788,train
318219594,train
310520690,train
176161685,train
829867333,train
1653631557,train
2064334647,train
998960516,train
787794131,train
52991865,train
619593026,train
677578284,train
1295774877,train
1506530313,train
1064062178,train
2075603182,train
992766961,train
1805955161,train
256797004,train
239693432,train
1048313957,train
1768106299,train
637903469,train
743534042,train
1064526336,train
238501274,train
667806357,train
1172873053,train
1221300096,train
693706209,train
1569938384,train
1048399191,train
1144253248,train
712405070,train
1818000825,train
1142086167,train
632477912,train
104733227,train
113204057,train
592415624,train
43754785,train
1584383388,train
1861643713,train
888886124,train
757091977,train
1700857484,train
1408116250,train
1538649384,train
477270128,train
1828911433,train
2098104550,train
1666299284,train
1089597993,train
2099432858,train
1573081536,train
1087228061,train
1063654315,train
1584348044,train
1260330886,train
840782850,train
635149634,train
1163691524,train
121454525,train
794979055,train
1415368123,train
1167266437,train
710180388,train
832143099,train
1197097071,train
438910652,train
635344696,train
333709135,train
256055793,train
80039921,train
458263692,train
539586460,train
114010189,train
1209591523,train
712433230,train
1929066759,train
242577893,train
970143949,train
1436457786,train
1178411040,train
1194275684,train
1004760459,train
655685549,train
520229244,train
1467840673,train
966794351,train
242136829,train
1663672043,train
1647636263,train
18642173,train
1896297813,train
304565152,train
2138052500,train
427037545,train
1651007625,train
352127259,train
720362847,train
243068126,train
1443662286,train
348627385,train
2098151846,train
1431314196,train
1385877583,train
1404865996,train
1429010779,train
2011955986,train
223585050,train
1157531905,train
1642540871,train
1504151933,train
63229376,train
1063097986,train
1841803313,train
223564068,train
352641819,train
1326698408,train
1009612408,train
1311907928,train
912610960,train
770563695,train
1547682113,train
387717460,train
1117269842,train
725630636,train
2108823522,train
1253571381,train
250851878,train
1017668655,train
2064272362,train
1074707241,train
96930955,train
333070909,train
440359216,train
1491111044,train
1291571156,train
1004015081,train
917561487,train
1074016905,train
1939524294,train
354600856,train
467966839,train
543281743,train
1547009021,train
962703322,train
620735501,train
931008094,train
1195487852,train
335614568,train
1150835418,train
2042247849,train
196441142,train
1626081272,train
499963716,train
1700352411,train
613248721,train
2085718109,train
1575291731,train
1376824736,train
1260982685,train
1472773774,train
1017093616,train
1454446629,train
2088444977,train
136852820,train
860635088,train
155443261,train
1138666715,train
1587116489,train
1032181585,train
1551917597,train
950007535,train
665087383,train
776531181,train
945400826,train
1765232297,train
1948107155,train
1646479415,train
1934360851,train
211593207,train
1349831634,train
279575939,train
2105689841,train
433728513,train
811453464,train
1571490241,train
1781072266,train
725001598,train
867924818,train
893776870,train
1603070118,train
40569253,train
779853363,train
1182643679,train
1419168873,train
782394052,train
1366707682,train
1601172071,train
329450474,train
902940927,train
322764377,train
638620431,train
856776052,train
1606559376,train
1622860150,train
115593487,train
867435052,train
1160193140,train
2011118709,train
233941410,train
1636224282,train
269404018,train
592964556,train
307768315,train
19515744,train
1485075941,train
995612532,train
482645460,train
2015278365,train
1844897249,train
1304137909,train
441614866,train
1293201911,train
158092319,train
1568646687,train
1626594919,train
268426612,train
1684592211,train
1296936101,train
1492490615,train
1598779993,train
438691395,train
183903779,train
1521422786,train
1760684918,train
1366376300,train
2098751495,train
1246167760,train
2094215293,train
1381767111,train
1211894101,train
1003127225,train
1540820065,train
298126208,train
2109008184,train
2032526709,train
568647529,train
14639668,train
242582047,train
2003960197,train
225633121,train
828650404,train
2119517785,train
1367683538,train
329512150,train
554738313,train
827799451,train
127319710,train
1559825405,train
1569597992,train
1193509046,train
1362212896,train
1032803584,train
465618229,train
792607733,train
935147987,train
873047559,train
116868962,train
168218783,train
1969738422,train
1157434666,train
686639159,train
204468978,train
918687429,train
115705816,train
249420406,train
405379663,train
1814366011,train
217151102,train
1048325132,train
368354782,train
2133982297,train
401200267,train
1648306604,train
2134326335,train
1906215758,train
1638522218,train
60377886,train
1511848900,train
837505732,train
434757791,train
1498448188,train
2143677098,train
340080217,train
2071337825,train
2039157664,train
648039304,train
89156533,train
1055507954,train
440446786,train
15012818,train
1467243050,train
271065975,train
2073898684,train
1342443401,train
21641053,train
1518458517,train
319641695,train
1582223578,train
2127337032,train
300507080,train
2066295529,train
1429645572,train
729963255,train
2140162852,train
503735287,train
331113886,train
728580281,train
1298203764,train
8543253,train
1594783368,train
1676454740,train
1997992565,train
248846089,train
1653114591,train
1935878573,train
736964823,train
157041699,train
1472164335,train
474615007,train
948139549,train
828654822,train
937817297,train
58975851,train
485883932,train
1097420940,train
1375669707,train
533526512,train
1622689680,train
439451762,train
1434737553,train
1628986256,train
1417648123,train
105240088,train
2134185624,train
1123439216,train
82055467,train
1408650482,train
1957229191,train
1996879528,train
1850110704,train
1042602981,train
1031694548,train
1660396276,train
181814012,train
483574452,train
311983696,train
426220448,train
2086769958,train
1751434410,train
1062154589,train
1824512274,train
469303856,train
488363169,train
362919689,train
2055482152,train
735710421,train
598165692,train
1643654070,train
1820447587,train
644214829,train
195284843,train
2004896641,train
1441926723,train
496690461,train
1564291638,train
425971740,train
1331248955,train
1263704703,train
6068054,train
1585547663,train
755194493,train
59239059,train
256870503,train
1187292785,train
946191975,train
2078873581,train
1642201608,train
1255459465,train
597853325,train
191762714,train
397037267,train
1655332219,train
1287957836,train
1676330323,train
1253750123,train
523514427,train
846774378,train
1931865267,train
353157420,train
1166957673,train
802893683,train
1836365225,train
2028924776,train
1315187810,train
194751144,train
561303771,train
1393339207,train
301207786,train
376186698,train
882016485,train
1383705868,train
1283276569,train
1063173889,train
1153220577,train
1016781421,train
334616486,train
100012079,train
869760850,train
2137499914,train
1224839248,train
1180790061,train
1564575974,train
1051697583,train
1658929913,train
584883404,train
455463478,train
645440001,train
596399414,train
2067313393,train
1829047272,train
1613412756,train
11316133,train
375373479,train
299806777,train
1861150681,train
1517693965,train
2031115983,train
602465501,train
841969300,train
37458501,train
1289936918,train
76196593,train
578197196,train
1497828560,train
1815252019,train
1452531177,train
1455793536,train
846241836,train
284624178,train
831982145,train
50109707,train
484811382,train
95103894,train
985134833,train
1623846000,train
951467115,train
160255757,train
813165359,train
1362704853,train
78754033,train
1772197667,train
1559422624,train
787794363,train
255903921,train
717707140,train
884358241,train
292693410,train
158414930,train
1948773776,train
402883159,train
2103565277,train
1111453882,train
1075076288,train
581204358,train
1747999794,train
2137996049,train
1546586374,train
771398090,train
590222548,train
553275259,train
163369522,train
1746026318,train
25220776,train
838102090,train
1691812181,train
1159943244,train
1929669261,train
1399971030,train
1531550915,train
1331813665,train
622470894,train
2007233738,train
371960077,train
2084925460,train
510965683,train
1851989721,train
1429477217,train
1403672534,train
697153264,train
15414711,train
930250361,train
1878095796,train
1727203634,train
1781154614,train
517907347,train
1212994712,train
521701161,train
1797618867,train
1649027413,train
1479148177,train
2088446764,train
1147851264,train
1947710420,train
1215666357,train
318052007,train
1499654457,train
1949329822,train
1982190929,train
1160417584,train
1086900133,train
1754474916,train
1033029227,train
1493212798,train
1297014780,train
156498737,train
1144273978,train
434218074,train
176864964,train
779562131,train
890477670,train
1583461185,train
1798314525,train
1807235893,train
1823933703,train
373016593,train
621747667,train
406561108,train
473489645,train
1138875107,train
2063572781,train
2080297924,train
1147560169,train
1130343743,train
1383005525,train
882248930,train
342109735,train
345919365,train
1127013832,train
1312420570,train
449242857,train
1303689269,train
498606504,train
1793474089,train
2104341986,train
1746803856,train
1309838031,train
1781260112,train
992595069,train
2028418019,train
609353166,train
1560835779,train
1672493968,train
1089796514,train
314758836,train
804548501,train
1834922695,train
265355850,train
822304406,train
898301118,train
1455581875,train
406650689,train
688451763,train
1331410778,train
693579669,train
678277128,train
1512660843,train
1085743884,train
608328729,train
1956066018,train
1694885849,train
1431962630,train
781625008,train
688266038,train
836645375,train
1699023293,train
1490554840,train
1592269708,train
239084479,train
134352766,train
796501556,train
1314754725,train
1425133772,train
718675339,train
1482399868,train
980486817,train
1738766511,train
373746944,train
1726458367,train
174940595,train
2020939668,train
341244402,train
41468853,train
1481664844,train
1408153517,train
2115075830,train
278464926,train
644724077,train
669425348,train
1744946434,train
258004439,train
772246718,train
373648958,train
693967510,train
1579628007,train
243293658,train
963020781,train
1050269814,train
1967693186,train
1174644923,train
1479111322,train
1455256389,train
1972160350,train
1766840784,train
1160127718,train
1010043252,train
20183392,train
1031254392,train
887009714,train
237160727,train
770216426,train
2064081270,train
1571865129,train
1396845144,train
1144529710,train
406531079,train
1254034767,train
1415153935,train
1895608380,train
423342758,train
972156638,train
715795540,train
174641202,train
1587348356,train
1906082376,train
1213386323,train
1578336046,train
1761251383,train
1538816752,train
1657707360,train
2074165833,train
757366969,train
123902975,train
689710908,train
1916814881,train
1256394146,train
1318168315,train
1912894129,train
385111316,train
1692754213,train
513886649,train
1899256254,train
779714890,train
1828442320,train
627653904,train
2061545847,train
305660824,train
1067131327,train
1756205516,train
54749935,train
872884163,train
573922767,train
814017178,train
585137252,train
1188638505,train
1990250801,train
1882789918,train
1694973851,train
1681937270,train
1157442140,train
728636961,train
1139080296,train
1751895669,train
1373432831,train
1084850780,train
1487493932,train
1459469471,train
1060182297,train
1768287460,train
656191549,train
724803753,train
1040316088,train
1297661867,train
1297653123,train
1716999233,train
1967220343,train
588690037,train
611409836,train
625646232,train
1094330893,train
743409566,train
187385788,train
1831224247,train
722985483,train
1505927130,train
239828555,train
1769746393,train
643955803,train
1509669687,train
1178508273,train
1401030494,train
1439780473,train
1093022305,train
1068591299,train
2121603477,train
1250075178,train
909491866,train
984628217,train
582087892,train
1783133090,train
536696969,train
600230991,train
667616945,train
383683959,train
888689545,train
36708834,train
1647144081,train
731258536,train
1261215838,train
394698439,train
711383455,train
1104312739,train
1531417839,train
1631116400,train
1335684524,train
1050451978,train
1999867850,train
2122361247,train
1419566915,train
419567920,train
2086274270,train
1002514543,train
1289653938,train
744077474,train
204025173,train
2118353117,train
808661145,train
601669513,train
315033302,train
506500305,train
1023730402,train
1652946343,train
1306205095,train
115071945,train
1356306689,train
1900557340,train
1762035449,train
694913707,train
716551137,train
143016719,train
1276763574,train
806913322,train
1777879743,train
399029525,train
789289621,train
1822446960,train
1598413410,train
796882511,train
2128004440,train
1719221495,train
2009375187,train
843009046,train
910592284,train
387824284,train
1607823802,train
1139864390,train
1866946290,train
1464906319,train
2013103165,train
505937043,train
615315383,train
779278971,train
1371628691,train
1874829541,train
642836353,train
1690207824,train
361919175,train
2000007202,train
1704969965,train
542423606,train
1249272483,train
197780243,train
1929152255,train
212010238,train
1181920557,train
763294101,train
133176783,train
1442430935,train
1585945579,train
1962634224,train
282581606,train
237797729,train
1199329610,train
1367017452,train
341732893,train
1207141747,train
1415463894,train
1760089518,train
1070355527,train
576663938,train
952152097,train
660583184,train
636540697,train
2013983516,train
429875442,train
884568037,train
128542503,train
346250151,train
1142355117,train
1011091402,train
1422682930,train
604627581,train
1565565374,train
827408025,train
889340998,train
1184638506,train
125397698,train
214019423,train
862634949,train
483086509,train
2133376031,train
1469240041,train
755504398,train
2145147633,train
698324125,train
1417666497,train
1713327503,train
427995509,train
1282646599,train
1694918240,train
1072577099,train
891333851,train
1407270101,train
1586976785,train
155104773,train
983502473,train
1677550245,train
806123199,train
1087268345,train
1607429166,train
945502325,train
2010257836,train
1203625603,train
2070410770,train
1443179505,train
345672995,train
22946105,train
2017354199,train
1020566495,train
975482557,train
1453829182,train
1002884058,train
1258912396,train
1491671932,train
341987548,train
1042024980,train
179142866,train
1636085025,train
1086814358,train
2113925736,train
140728760,train
259035889,train
1661867138,train
1534337303,train
941380253,train
1784914959,train
82177012,train
1464278543,train
18742789,train
1086565581,train
1969636735,train
450364343,train
1429584345,train
172555008,train
240469289,train
1714813944,train
537522430,train
935737862,train
323269525,train
1537328025,train
1435328480,train
1051065034,train
1817635131,train
1272682025,train
970799664,train
1216348523,train
922903981,train
1151287400,train
549855547,train
1887134954,train
1729190719,train
1623345368,train
1460164031,train
572637826,train
622742326,train
77503390,train
827205018,train
1819337764,train
1893485347,train
1553947970,train
1690321510,train
1556126068,train
299101020,train
1628632252,train
109811969,train
1510112032,train
1367831113,train
1982363199,train
748970739,train
722653520,train
700923613,train
773754013,train
182293530,train
125181279,train
482575775,train
1385025168,train
1054450389,train
1382020804,train
380698929,train
1946925378,train
551004828,train
1658857241,train
1598286985,train
1009505053,train
193888263,train
1165084901,train
1262518698,train
1914663099,train
558093550,train
947174870,train
1308693470,train
1895000461,train
1522404005,train
731903287,train
2114582059,train
117417034,train
1210442582,train
1997425732,train
1206597713,train
1575136988,train
1401311456,train
287058337,train
1020433947,train
1917344703,train
1043022268,train
1268965353,train
661841916,train
676792939,train
1943877297,train
1336148855,train
1208552250,train
1861555507,train
947850685,train
2135739422,train
59686500,train
1346874192,train
1956161691,train
816983057,train
2110956767,train
232285418,train
1054242327,train
587532650,train
1709246552,train
738219749,train
1886606186,train
1474896654,train
908523714,train
1333683521,train
1349258642,train
1616987574,train
773172075,train
1820772029,train
386294513,train
1065435737,train
1856560726,train
994883084,train
32777170,train
1380740235,train
1943401259,train
799687702,train
823804039,train
363319128,train
788983069,train
1056876655,train
1044389390,train
723303969,train
1536448166,train
2091936509,train
425130048,train
323780962,train
1232407759,train
606992684,train
316556343,train
523036288,train
1783040043,train
572787978,train
552332418,train
1433007542,train
1542976731,train
1956605760,train
335118342,train
1694616421,train
1753859071,train
578766538,train
1511083064,train
566921492,train
1817541664,train
786464469,train
1839071033,train
753498101,train
2030342720,train
40705447,train
659448096,train
371376235,train
1949046478,train
748273610,train
652313522,train
2127636393,train
1967541547,train
1253126438,train
2126353276,train
1040323360,train
1059201987,train
974666896,train
1193016311,train
94968067,train
1368926623,train
173383805,train
1340155267,train
1181424713,train
1405049613,train
63303023,train
131640481,train
719385635,train
1116975240,train
1604929129,train
576290283,train
1325347988,train
1648437585,train
411257637,train
811258438,train
135907545,train
1735386493,train
742497541,train
432289135,train
1280526414,train
243761998,train
964335740,train
953430993,train
816869735,train
1641128386,train
728043156,train
1212493253,train
1263144986,train
295074692,train
2120344460,train
1621460568,train
110467963,train
416990453,train
27282251,train
434217983,train
2107474489,train
979205048,train
1176029284,train
1207753234,train
1736463231,train
1588416324,train
1244283109,train
1427855002,train
670795138,train
1837139498,train
1838824795,train
1165506322,train
1632463763,train
83204607,train
952975914,train
900985085,train
1150827324,train
1636268254,train
969561928,train
45186334,train
1715630529,train
724808033,train
1869393042,train
1880286227,train
1323166338,train
159742824,train
1731044567,train
401421302,train
1671423147,train
987929445,train
1287051793,train
735232646,train
958857961,train
107057035,train
1757358201,train
44429322,train
1997525320,train
1177212258,train
164772658,train
1723162837,train
799612277,train
1076199608,train
1793985406,train
138694475,train
1383812892,train
917872275,train
1008192056,train
417854841,train
1873028434,train
1433896750,train
566726794,train
588381447,train
616082104,train
2146590349,train
126967837,train
2040734969,train
795644326,train
1479338342,train
2125664274,train
699030482,train
44490666,train
954416036,train
1725439473,train
313814326,train
1773108057,train
2141261399,train
1454221173,train
225606238,train
1227941745,train
488767329,train
200331826,train
476947893,train
104681161,train
1678448583,train
1371273208,train
1471814998,train
60106066,train
1411487124,train
592055691,train
1859509147,train
1881640132,train
1882576134,train
755804661,train
2519601,train
487645628,train
1116202635,train
1360871146,train
2091671249,train
660022603,train
747271366,train
828024521,train
1483905917,train
1237044171,train
1064472182,train
423331655,train
706450252,train
1112293545,train
1268510613,train
1316253726,train
754020692,train
939670996,train
2064942130,train
439031045,train
1254662457,train
1908810728,train
1030483522,train
1953742127,train
1537978291,train
152479168,train
1114806834,train
671510798,train
7598737,train
43915045,train
761431893,train
799389994,train
916584616,train
800405596,train
1070484470,train
360010686,train
936036062,train
1738446063,train
1973117498,train
163035992,train
97054185,train
1233732924,train
1793343028,train
713842808,train
1521918254,train
2075775658,train
901883659,train
225610667,train
1528052535,train
1328334605,train
633418757,train
2045976484,train
445988167,train
294659382,train
1780794550,train
1524930655,train
1450885518,train
1130856758,train
112330009,train
1418316315,train
1208223142,train
1322768179,train
792398234,train
1224261901,train
1305231885,train
110119898,train
1013301995,train
752160234,train
213997248,train
1068283648,train
338115614,train
1165376460,train
520011193,train
285685760,train
876094627,train
1777141860,train
1430463866,train
485949672,train
1452509719,train
1307967009,train
2025517676,train
1716706636,train
1122452421,train
782927861,train
1354560919,train
286506158,train
125154168,train
1033099742,train
690349123,train
2114934399,train
659546724,train
1155163567,train
1153457204,train
105147679,train
916043055,train
108544640,train
977534318,train
666565116,train
143489202,train
1870484351,train
810730137,train
1420219935,train
892079922,train
119790493,train
913456653,train
988039776,train
1394784523,train
717466603,train
2088806052,train
1877046589,train
1711643000,train
1501303668,train
824237656,train
902515228,train
1510030806,train
1632321054,train
1998412000,train
1513911002,train
412410946,train
1796613741,train
396226311,train
2001136423,train
2024361485,train
1044496809,train
896383353,train
889762120,train
1134923753,train
534496082,train
1408928753,train
1703120903,train
1146475094,train
1729281436,train
1326059468,train
1894538842,train
2021921121,train
2104800467,train
769558363,train
1482219049,train
803826634,train
1317609495,train
1810217929,train
1831733896,train
854920987,train
1131572645,train
154921818,train
681337736,train
1401155215,train
232670709,train
1196410006,train
1586105569,train
1339215278,train
896600558,train
1064454636,train
1606662561,train
2043344943,train
442725059,train
80587896,train
424735582,train
738851074,train
263718071,train
1220467920,train
1880386424,train
124235237,train
2107832410,train
1463657852,train
1108478519,train
994592274,train
1561444576,train
543892551,train
1028080022,train
1951811148,train
300703994,train
1298194431,train
2001465460,train
1057413767,train
63885818,train
1087331926,train
1271726498,train
1676121799,train
2042145123,train
1205791740,train
605391102,train
1885645065,train
240269119,train
1452691807,train
1420478667,train
1807272593,train
881919747,train
1070416563,train
1471568637,train
988005087,train
698308709,train
1087792909,train
1220582119,train
438176539,train
261861887,train
1641414354,train
1365326572,train
576288350,train
1501276268,train
453101011,train
1365541501,train
2021089792,train
1302117805,train
1763818417,train
1881578024,train
972109337,train
1233611208,train
1555792779,train
1003677068,train
1267665216,train
1476884194,train
451173085,train
775683033,train
1055566424,train
926107324,train
1053618615,train
1979493038,train
867511319,train
1219323534,train
1139597527,train
770257825,train
491390509,train
1878988898,train
588565706,train
387000044,train
1222417333,train
1885448273,train
1163925508,train
1270419369,train
1559596560,train
1219165676,train
1841475467,train
596767967,train
2133507572,train
911383508,train
2138922242,train
1597223480,train
1866014587,train
130280314,train
396716729,train
145077719,train
1808616271,train
1818004937,train
1423239824,train
1400319261,train
55989001,train
649566428,train
841529650,train
1263455835,train
2049614551,train
1854172111,train
1735052493,train
2076884615,train
2117598481,train
1211329123,train
694074692,train
1696985470,train
674068345,train
482551525,train
100448936,train
1167407647,train
2006027400,train
561970491,train
129768969,train
864695919,train
441985819,train
206053604,train
1225772732,train
2046271064,train
1502901817,train
303830553,train
506602152,train
785923411,train
1620045575,train
513625055,train
1136483551,train
69489724,train
780563820,train
707452833,train
989666681,train
1548624168,train
166745641,train
678787077,train
1846414097,train
53718319,train
647127100,train
